,Column,Code,Label,English_Text,Target,Class,Other For
898,DMDMARTL,77,Refused,"['Marital Status', 'Marital status']","['Both males and females 14 YEARS - 150 YEARS', 'Both males and females 20 YEARS - 150 YEARS']",,
899,DMDMARTL,99,Don'T Know,"['Marital Status', 'Marital status']","['Both males and females 14 YEARS - 150 YEARS', 'Both males and females 20 YEARS - 150 YEARS']",,
900,DMDMARTL,.,Missing,"['Marital Status', 'Marital status']","['Both males and females 14 YEARS - 150 YEARS', 'Both males and females 20 YEARS - 150 YEARS']",,
982,DMDHHSIZ,1 To 6,Range Of Values,['Total number of people in the Household'],['Both males and females 0 YEARS - 150 YEARS'],,
983,DMDHHSIZ,7,7 Or More People In The Household,['Total number of people in the Household'],['Both males and females 0 YEARS - 150 YEARS'],,
984,DMDHHSIZ,.,Missing,['Total number of people in the Household'],['Both males and females 0 YEARS - 150 YEARS'],,
1003,DMDHHSIZ,1,1,['Total number of people in the Household'],['Both males and females 0 YEARS - 150 YEARS'],,
1004,DMDHHSIZ,2,2,['Total number of people in the Household'],['Both males and females 0 YEARS - 150 YEARS'],,
1005,DMDHHSIZ,3,3,['Total number of people in the Household'],['Both males and females 0 YEARS - 150 YEARS'],,
1006,DMDHHSIZ,4,4,['Total number of people in the Household'],['Both males and females 0 YEARS - 150 YEARS'],,
1007,DMDHHSIZ,5,5,['Total number of people in the Household'],['Both males and females 0 YEARS - 150 YEARS'],,
1008,DMDHHSIZ,6,6,['Total number of people in the Household'],['Both males and females 0 YEARS - 150 YEARS'],,
1030,INDHHINC,1,"$     0 To $ 4,999",['Total household income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1031,INDHHINC,2,"$ 5,000 To $ 9,999",['Total household income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1032,INDHHINC,3,"$10,000 To $14,999",['Total household income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1033,INDHHINC,4,"$15,000 To $19,999",['Total household income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1034,INDHHINC,5,"$20,000 To $24,999",['Total household income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1035,INDHHINC,6,"$25,000 To $34,999",['Total household income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1036,INDHHINC,7,"$35,000 To $44,999",['Total household income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1037,INDHHINC,8,"$45,000 To $54,999",['Total household income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1038,INDHHINC,9,"$55,000 To $64,999",['Total household income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1039,INDHHINC,10,"$65,000 To $74,999",['Total household income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1040,INDHHINC,11,"$75,000 And Over",['Total household income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1041,INDHHINC,12,"Over $20,000",['Total household income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1042,INDHHINC,13,"Under $20,000",['Total household income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1043,INDHHINC,77,Refused,['Total household income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1044,INDHHINC,99,Don'T Know,['Total household income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1045,INDHHINC,.,Missing,['Total household income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1094,INDFMINC,1,"$     0 To $ 4,999",['Total family income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1095,INDFMINC,2,"$ 5,000 To $ 9,999",['Total family income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1096,INDFMINC,3,"$10,000 To $14,999",['Total family income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1097,INDFMINC,4,"$15,000 To $19,999",['Total family income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1098,INDFMINC,5,"$20,000 To $24,999",['Total family income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1099,INDFMINC,6,"$25,000 To $34,999",['Total family income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1100,INDFMINC,7,"$35,000 To $44,999",['Total family income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1101,INDFMINC,8,"$45,000 To $54,999",['Total family income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1102,INDFMINC,9,"$55,000 To $64,999",['Total family income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1103,INDFMINC,10,"$65,000 To $74,999",['Total family income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1104,INDFMINC,11,"$75,000 And Over",['Total family income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1105,INDFMINC,12,"Over $20,000",['Total family income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1106,INDFMINC,13,"Under $20,000",['Total family income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1107,INDFMINC,77,Refused,['Total family income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1108,INDFMINC,99,Don'T Know,['Total family income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1109,INDFMINC,.,Missing,['Total family income (reported as a range value in dollars)'],['Both males and females 0 YEARS - 150 YEARS'],,
1158,INDFMPIR,0 To 4.99,Range Of Values,"['Poverty income ratio (PIR) - a ratio of family income to poverty threshold', 'A ratio of family income to poverty threshold', 'A ratio of family income to poverty guidelines.', 'Ratio of family income to poverty']",['Both males and females 0 YEARS - 150 YEARS'],,
1159,INDFMPIR,5,Pir Value Greater Than Or Equal To 5.00,"['Poverty income ratio (PIR) - a ratio of family income to poverty threshold', 'A ratio of family income to poverty threshold', 'A ratio of family income to poverty guidelines.', 'Ratio of family income to poverty']",['Both males and females 0 YEARS - 150 YEARS'],,
1160,INDFMPIR,.,Missing,"['Poverty income ratio (PIR) - a ratio of family income to poverty threshold', 'A ratio of family income to poverty threshold', 'A ratio of family income to poverty guidelines.', 'Ratio of family income to poverty']",['Both males and females 0 YEARS - 150 YEARS'],,
1171,INDFMPIR,5,Value Greater Than Or Equal To 5.00,"['Poverty income ratio (PIR) - a ratio of family income to poverty threshold', 'A ratio of family income to poverty threshold', 'A ratio of family income to poverty guidelines.', 'Ratio of family income to poverty']",['Both males and females 0 YEARS - 150 YEARS'],,
1185,INDFMPIR,0 To 4.98,Range Of Values,"['Poverty income ratio (PIR) - a ratio of family income to poverty threshold', 'A ratio of family income to poverty threshold', 'A ratio of family income to poverty guidelines.', 'Ratio of family income to poverty']",['Both males and females 0 YEARS - 150 YEARS'],,
1194,RIDEXPRG,1,"Yes, Positive Lab Pregnancy Test Or Self-Reported Pregnant At Exam","['Pregnancy status at the time of MEC exam.', 'Pregnancy status for females between 20 and 44 years of age at the time of MEC exam.']","['Females only 8 YEARS - 59 YEARS', 'Females only 20 YEARS - 44 YEARS']",,
1195,RIDEXPRG,2,Sp Not Pregnant At Exam,"['Pregnancy status at the time of MEC exam.', 'Pregnancy status for females between 20 and 44 years of age at the time of MEC exam.']","['Females only 8 YEARS - 59 YEARS', 'Females only 20 YEARS - 44 YEARS']",,
1196,RIDEXPRG,3,Cannot Ascertain If Sp Is Pregnant At Exam,"['Pregnancy status at the time of MEC exam.', 'Pregnancy status for females between 20 and 44 years of age at the time of MEC exam.']","['Females only 8 YEARS - 59 YEARS', 'Females only 20 YEARS - 44 YEARS']",,
1197,RIDEXPRG,.,Missing,"['Pregnancy status at the time of MEC exam.', 'Pregnancy status for females between 20 and 44 years of age at the time of MEC exam.']","['Females only 8 YEARS - 59 YEARS', 'Females only 20 YEARS - 44 YEARS']",,
1219,RIDEXPRG,2,The Participant Was Not Pregnant At Exam,"['Pregnancy status at the time of MEC exam.', 'Pregnancy status for females between 20 and 44 years of age at the time of MEC exam.']","['Females only 8 YEARS - 59 YEARS', 'Females only 20 YEARS - 44 YEARS']",,
1220,RIDEXPRG,3,Cannot Ascertain If The Participant Is Pregnant At Exam,"['Pregnancy status at the time of MEC exam.', 'Pregnancy status for females between 20 and 44 years of age at the time of MEC exam.']","['Females only 8 YEARS - 59 YEARS', 'Females only 20 YEARS - 44 YEARS']",,
1242,RIDPREG,1,"Yes, Based On Positive Lab Pregnancy Test, Self-Reported Pregnancy Status, Screener Interview Data Or Menstrual Period History",['Pregnancy status variable based on all source data. NOTE: This is the previous pregnancy status recode variable. RIDPREG is a more conservative pregnancy status variable. Please review the file documentation.'],['Females only 8 YEARS - 59 YEARS'],,
1243,RIDPREG,2,Sp Not Pregnant,['Pregnancy status variable based on all source data. NOTE: This is the previous pregnancy status recode variable. RIDPREG is a more conservative pregnancy status variable. Please review the file documentation.'],['Females only 8 YEARS - 59 YEARS'],,
1244,RIDPREG,9,Cannot Ascertain If Sp Is Pregnant,['Pregnancy status variable based on all source data. NOTE: This is the previous pregnancy status recode variable. RIDPREG is a more conservative pregnancy status variable. Please review the file documentation.'],['Females only 8 YEARS - 59 YEARS'],,
1245,RIDPREG,.,Missing,['Pregnancy status variable based on all source data. NOTE: This is the previous pregnancy status recode variable. RIDPREG is a more conservative pregnancy status variable. Please review the file documentation.'],['Females only 8 YEARS - 59 YEARS'],,
1250,DMDHRGND,1,Male,"['Gender of the household reference person', 'HH reference persons gender', 'HH ref person’s gender']","['Both males and females 0 YEARS - 150 YEARS', 'Both males and females 0 YEARS - 19 YEARS']",,
1251,DMDHRGND,2,Female,"['Gender of the household reference person', 'HH reference persons gender', 'HH ref person’s gender']","['Both males and females 0 YEARS - 150 YEARS', 'Both males and females 0 YEARS - 19 YEARS']",,
1252,DMDHRGND,.,Missing,"['Gender of the household reference person', 'HH reference persons gender', 'HH ref person’s gender']","['Both males and females 0 YEARS - 150 YEARS', 'Both males and females 0 YEARS - 19 YEARS']",,
1283,DMDHRAGE,17 To 84,Range Of Values,"['Age in years of the household reference person at the time of HH screening. Individuals 85 and over are topcoded at 85 years of age.', 'Age in years of the household reference person at the time of HH screening. Individuals 80 and over are topcoded at 80 years of age.', 'HH reference persons age in years']",['Both males and females 0 YEARS - 150 YEARS'],,
1284,DMDHRAGE,85,>: 85 Years Of Age,"['Age in years of the household reference person at the time of HH screening. Individuals 85 and over are topcoded at 85 years of age.', 'Age in years of the household reference person at the time of HH screening. Individuals 80 and over are topcoded at 80 years of age.', 'HH reference persons age in years']",['Both males and females 0 YEARS - 150 YEARS'],,
1285,DMDHRAGE,.,Missing,"['Age in years of the household reference person at the time of HH screening. Individuals 85 and over are topcoded at 85 years of age.', 'Age in years of the household reference person at the time of HH screening. Individuals 80 and over are topcoded at 80 years of age.', 'HH reference persons age in years']",['Both males and females 0 YEARS - 150 YEARS'],,
1286,DMDHRAGE,15 To 84,Range Of Values,"['Age in years of the household reference person at the time of HH screening. Individuals 85 and over are topcoded at 85 years of age.', 'Age in years of the household reference person at the time of HH screening. Individuals 80 and over are topcoded at 80 years of age.', 'HH reference persons age in years']",['Both males and females 0 YEARS - 150 YEARS'],,
1289,DMDHRAGE,16 To 84,Range Of Values,"['Age in years of the household reference person at the time of HH screening. Individuals 85 and over are topcoded at 85 years of age.', 'Age in years of the household reference person at the time of HH screening. Individuals 80 and over are topcoded at 80 years of age.', 'HH reference persons age in years']",['Both males and females 0 YEARS - 150 YEARS'],,
1295,DMDHRAGE,18 To 79,Range Of Values,"['Age in years of the household reference person at the time of HH screening. Individuals 85 and over are topcoded at 85 years of age.', 'Age in years of the household reference person at the time of HH screening. Individuals 80 and over are topcoded at 80 years of age.', 'HH reference persons age in years']",['Both males and females 0 YEARS - 150 YEARS'],,
1296,DMDHRAGE,80,>: 80 Years Of Age,"['Age in years of the household reference person at the time of HH screening. Individuals 85 and over are topcoded at 85 years of age.', 'Age in years of the household reference person at the time of HH screening. Individuals 80 and over are topcoded at 80 years of age.', 'HH reference persons age in years']",['Both males and females 0 YEARS - 150 YEARS'],,
1302,DMDHRAGE,80,80 Years Of Age And Over,"['Age in years of the household reference person at the time of HH screening. Individuals 85 and over are topcoded at 85 years of age.', 'Age in years of the household reference person at the time of HH screening. Individuals 80 and over are topcoded at 80 years of age.', 'HH reference persons age in years']",['Both males and females 0 YEARS - 150 YEARS'],,
1310,DMDHRBRN,1,"Born In 50 Us States Or Washington, Dc",['In what country {were you/was NON-SP Head} born?'],['Both males and females 0 YEARS - 150 YEARS'],,
1311,DMDHRBRN,2,Born In Mexico,['In what country {were you/was NON-SP Head} born?'],['Both males and females 0 YEARS - 150 YEARS'],,
1312,DMDHRBRN,3,Born Elsewhere,['In what country {were you/was NON-SP Head} born?'],['Both males and females 0 YEARS - 150 YEARS'],,
1313,DMDHRBRN,7,Refused,['In what country {were you/was NON-SP Head} born?'],['Both males and females 0 YEARS - 150 YEARS'],,
1314,DMDHRBRN,9,Don'T Know,['In what country {were you/was NON-SP Head} born?'],['Both males and females 0 YEARS - 150 YEARS'],,
1315,DMDHRBRN,.,Missing,['In what country {were you/was NON-SP Head} born?'],['Both males and females 0 YEARS - 150 YEARS'],,
1334,DMDHREDU,1,Less Than 9Th Grade,"['What is the highest grade or level of school {you have/NON_SP HEAD has} received?', 'HH reference persons education level']",['Both males and females 0 YEARS - 150 YEARS'],,
1335,DMDHREDU,2,9-11Th Grade (Includes 12Th Grade With No Diploma),"['What is the highest grade or level of school {you have/NON_SP HEAD has} received?', 'HH reference persons education level']",['Both males and females 0 YEARS - 150 YEARS'],,
1336,DMDHREDU,3,High School Grad/Ged Or Equivalent,"['What is the highest grade or level of school {you have/NON_SP HEAD has} received?', 'HH reference persons education level']",['Both males and females 0 YEARS - 150 YEARS'],,
1337,DMDHREDU,4,Some College Or Aa Degree,"['What is the highest grade or level of school {you have/NON_SP HEAD has} received?', 'HH reference persons education level']",['Both males and females 0 YEARS - 150 YEARS'],,
1338,DMDHREDU,5,College Graduate Or Above,"['What is the highest grade or level of school {you have/NON_SP HEAD has} received?', 'HH reference persons education level']",['Both males and females 0 YEARS - 150 YEARS'],,
1339,DMDHREDU,7,Refused,"['What is the highest grade or level of school {you have/NON_SP HEAD has} received?', 'HH reference persons education level']",['Both males and females 0 YEARS - 150 YEARS'],,
1340,DMDHREDU,9,Don'T Know,"['What is the highest grade or level of school {you have/NON_SP HEAD has} received?', 'HH reference persons education level']",['Both males and females 0 YEARS - 150 YEARS'],,
1341,DMDHREDU,.,Missing,"['What is the highest grade or level of school {you have/NON_SP HEAD has} received?', 'HH reference persons education level']",['Both males and females 0 YEARS - 150 YEARS'],,
1406,DMDHRMAR,1,Married,"['Marital Status of household reference person', 'HH reference persons marital status']",['Both males and females 0 YEARS - 150 YEARS'],,
1407,DMDHRMAR,2,Widowed,"['Marital Status of household reference person', 'HH reference persons marital status']",['Both males and females 0 YEARS - 150 YEARS'],,
1408,DMDHRMAR,3,Divorced,"['Marital Status of household reference person', 'HH reference persons marital status']",['Both males and females 0 YEARS - 150 YEARS'],,
1409,DMDHRMAR,4,Separated,"['Marital Status of household reference person', 'HH reference persons marital status']",['Both males and females 0 YEARS - 150 YEARS'],,
1410,DMDHRMAR,5,Never Married,"['Marital Status of household reference person', 'HH reference persons marital status']",['Both males and females 0 YEARS - 150 YEARS'],,
1411,DMDHRMAR,6,Living With Partner,"['Marital Status of household reference person', 'HH reference persons marital status']",['Both males and females 0 YEARS - 150 YEARS'],,
1412,DMDHRMAR,77,Refused,"['Marital Status of household reference person', 'HH reference persons marital status']",['Both males and females 0 YEARS - 150 YEARS'],,
1413,DMDHRMAR,99,Don'T Know,"['Marital Status of household reference person', 'HH reference persons marital status']",['Both males and females 0 YEARS - 150 YEARS'],,
1414,DMDHRMAR,.,Missing,"['Marital Status of household reference person', 'HH reference persons marital status']",['Both males and females 0 YEARS - 150 YEARS'],,
1487,DMDHSEDU,1,Less Than 9Th Grade,"['What is the highest grade or level of school {you have/NON-SP SPOUSE has completed or the highest degree {you have/he/she has} received', 'HH reference persons spouses education level']",['Both males and females 0 YEARS - 150 YEARS'],,
1488,DMDHSEDU,2,9-11Th Grade (Includes 12Th Grade With No Diploma),"['What is the highest grade or level of school {you have/NON-SP SPOUSE has completed or the highest degree {you have/he/she has} received', 'HH reference persons spouses education level']",['Both males and females 0 YEARS - 150 YEARS'],,
1489,DMDHSEDU,3,High School Grad/Ged Or Equivalent,"['What is the highest grade or level of school {you have/NON-SP SPOUSE has completed or the highest degree {you have/he/she has} received', 'HH reference persons spouses education level']",['Both males and females 0 YEARS - 150 YEARS'],,
1490,DMDHSEDU,4,Some College Or Aa Degree,"['What is the highest grade or level of school {you have/NON-SP SPOUSE has completed or the highest degree {you have/he/she has} received', 'HH reference persons spouses education level']",['Both males and females 0 YEARS - 150 YEARS'],,
1491,DMDHSEDU,5,College Graduate Or Above,"['What is the highest grade or level of school {you have/NON-SP SPOUSE has completed or the highest degree {you have/he/she has} received', 'HH reference persons spouses education level']",['Both males and females 0 YEARS - 150 YEARS'],,
1492,DMDHSEDU,7,Refused,"['What is the highest grade or level of school {you have/NON-SP SPOUSE has completed or the highest degree {you have/he/she has} received', 'HH reference persons spouses education level']",['Both males and females 0 YEARS - 150 YEARS'],,
1493,DMDHSEDU,9,Don'T Know,"['What is the highest grade or level of school {you have/NON-SP SPOUSE has completed or the highest degree {you have/he/she has} received', 'HH reference persons spouses education level']",['Both males and females 0 YEARS - 150 YEARS'],,
1494,DMDHSEDU,.,Missing,"['What is the highest grade or level of school {you have/NON-SP SPOUSE has completed or the highest degree {you have/he/she has} received', 'HH reference persons spouses education level']",['Both males and females 0 YEARS - 150 YEARS'],,
1559,WTINT2YR,974.66525161 To 236864.13597,Range Of Values,"['Interviewed Sample Persons.', 'Interviewed participants.', 'Full sample 2 year interview weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1560,WTINT2YR,.,Missing,"['Interviewed Sample Persons.', 'Interviewed participants.', 'Full sample 2 year interview weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1561,WTINT2YR,1492.093618 To 201188.12151,Range Of Values,"['Interviewed Sample Persons.', 'Interviewed participants.', 'Full sample 2 year interview weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1563,WTINT2YR,1498.994197 To 156319.65778,Range Of Values,"['Interviewed Sample Persons.', 'Interviewed participants.', 'Full sample 2 year interview weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1565,WTINT2YR,1224.968032 To 152162.42158,Range Of Values,"['Interviewed Sample Persons.', 'Interviewed participants.', 'Full sample 2 year interview weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1567,WTINT2YR,2359.373828 To 186295.50665,Range Of Values,"['Interviewed Sample Persons.', 'Interviewed participants.', 'Full sample 2 year interview weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1569,WTINT2YR,3279.931789 To 153810.25883,Range Of Values,"['Interviewed Sample Persons.', 'Interviewed participants.', 'Full sample 2 year interview weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1571,WTINT2YR,3320.8855 To 220233.3152,Range Of Values,"['Interviewed Sample Persons.', 'Interviewed participants.', 'Full sample 2 year interview weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1573,WTINT2YR,3697.772098 To 167884.54371,Range Of Values,"['Interviewed Sample Persons.', 'Interviewed participants.', 'Full sample 2 year interview weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1575,WTINT2YR,3293.928267 To 233755.84185,Range Of Values,"['Interviewed Sample Persons.', 'Interviewed participants.', 'Full sample 2 year interview weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1577,WTINT2YR,2571.0687123 To 433085.00526,Range Of Values,"['Interviewed Sample Persons.', 'Interviewed participants.', 'Full sample 2 year interview weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1579,WTINT2YR,4584.463196 To 170968.343177,Range Of Values,"['Interviewed Sample Persons.', 'Interviewed participants.', 'Full sample 2 year interview weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1581,WTINT4YR,620.682382 To 100652.32964,Range Of Values,['Interviewed Sample Persons. Used for 1999-2002 data collection years only.'],['Both males and females 0 YEARS - 150 YEARS'],,
1582,WTINT4YR,.,Missing,['Interviewed Sample Persons. Used for 1999-2002 data collection years only.'],['Both males and females 0 YEARS - 150 YEARS'],,
1583,WTINT4YR,683.456211 To 94900.896398,Range Of Values,['Interviewed Sample Persons. Used for 1999-2002 data collection years only.'],['Both males and females 0 YEARS - 150 YEARS'],,
1585,WTMEC2YR,0 To 261361.33834,Range Of Values,"['Both Interviewed and MEC Examined Sample Persons.', 'Both interviewed and MEC examined participants.', 'Full sample 2 year MEC exam weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1586,WTMEC2YR,.,Missing,"['Both Interviewed and MEC Examined Sample Persons.', 'Both interviewed and MEC examined participants.', 'Full sample 2 year MEC exam weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1587,WTMEC2YR,0 To 211850.66405,Range Of Values,"['Both Interviewed and MEC Examined Sample Persons.', 'Both interviewed and MEC examined participants.', 'Full sample 2 year MEC exam weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1589,WTMEC2YR,0 To 159302.77518,Range Of Values,"['Both Interviewed and MEC Examined Sample Persons.', 'Both interviewed and MEC examined participants.', 'Full sample 2 year MEC exam weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1591,WTMEC2YR,0 To 156152.18069,Range Of Values,"['Both Interviewed and MEC Examined Sample Persons.', 'Both interviewed and MEC examined participants.', 'Full sample 2 year MEC exam weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1593,WTMEC2YR,0 To 192770.73006,Range Of Values,"['Both Interviewed and MEC Examined Sample Persons.', 'Both interviewed and MEC examined participants.', 'Full sample 2 year MEC exam weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1595,WTMEC2YR,0 To 158146.91752,Range Of Values,"['Both Interviewed and MEC Examined Sample Persons.', 'Both interviewed and MEC examined participants.', 'Full sample 2 year MEC exam weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1597,WTMEC2YR,0 To 222579.78343,Range Of Values,"['Both Interviewed and MEC Examined Sample Persons.', 'Both interviewed and MEC examined participants.', 'Full sample 2 year MEC exam weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1599,WTMEC2YR,3748.417657 To 171395.2649,Range Of Values,"['Both Interviewed and MEC Examined Sample Persons.', 'Both interviewed and MEC examined participants.', 'Full sample 2 year MEC exam weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1600,WTMEC2YR,0,Not Mec Examined,"['Both Interviewed and MEC Examined Sample Persons.', 'Both interviewed and MEC examined participants.', 'Full sample 2 year MEC exam weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1602,WTMEC2YR,3419.259085 To 242386.66077,Range Of Values,"['Both Interviewed and MEC Examined Sample Persons.', 'Both interviewed and MEC examined participants.', 'Full sample 2 year MEC exam weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1605,WTMEC2YR,2566.1838545 To 419762.83649,Range Of Values,"['Both Interviewed and MEC Examined Sample Persons.', 'Both interviewed and MEC examined participants.', 'Full sample 2 year MEC exam weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1608,WTMEC2YR,4581.595095 To 227108.296958,Range Of Values,"['Both Interviewed and MEC Examined Sample Persons.', 'Both interviewed and MEC examined participants.', 'Full sample 2 year MEC exam weight.']",['Both males and females 0 YEARS - 150 YEARS'],,
1611,WTMEC4YR,0 To 103831.17105,Range Of Values,['Both Interviewed and MEC Examined Sample Persons. Used for 1999-2002 data collection years only.'],['Both males and females 0 YEARS - 150 YEARS'],,
1612,WTMEC4YR,.,Missing,['Both Interviewed and MEC Examined Sample Persons. Used for 1999-2002 data collection years only.'],['Both males and females 0 YEARS - 150 YEARS'],,
1615,SDMVPSU,1 To 3,Range Of Values,"['Masked Variance Unit Pseudo-PSU variable for variance estimation', 'Masked variance unit pseudo-PSU variable for variance estimation']",['Both males and females 0 YEARS - 150 YEARS'],,
1616,SDMVPSU,.,Missing,"['Masked Variance Unit Pseudo-PSU variable for variance estimation', 'Masked variance unit pseudo-PSU variable for variance estimation']",['Both males and females 0 YEARS - 150 YEARS'],,
1617,SDMVPSU,1 To 2,Range Of Values,"['Masked Variance Unit Pseudo-PSU variable for variance estimation', 'Masked variance unit pseudo-PSU variable for variance estimation']",['Both males and females 0 YEARS - 150 YEARS'],,
1639,SDMVSTRA,1 To 13,Range Of Values,"['Masked Variance Unit Pseudo-Stratum variable for variance estimation', 'Masked variance unit pseudo-stratum variable for variance estimation']",['Both males and females 0 YEARS - 150 YEARS'],,
1640,SDMVSTRA,.,Missing,"['Masked Variance Unit Pseudo-Stratum variable for variance estimation', 'Masked variance unit pseudo-stratum variable for variance estimation']",['Both males and females 0 YEARS - 150 YEARS'],,
1641,SDMVSTRA,14 To 28,Range Of Values,"['Masked Variance Unit Pseudo-Stratum variable for variance estimation', 'Masked variance unit pseudo-stratum variable for variance estimation']",['Both males and females 0 YEARS - 150 YEARS'],,
1643,SDMVSTRA,29 To 43,Range Of Values,"['Masked Variance Unit Pseudo-Stratum variable for variance estimation', 'Masked variance unit pseudo-stratum variable for variance estimation']",['Both males and females 0 YEARS - 150 YEARS'],,
1645,SDMVSTRA,44 To 58,Range Of Values,"['Masked Variance Unit Pseudo-Stratum variable for variance estimation', 'Masked variance unit pseudo-stratum variable for variance estimation']",['Both males and females 0 YEARS - 150 YEARS'],,
1647,SDMVSTRA,59 To 74,Range Of Values,"['Masked Variance Unit Pseudo-Stratum variable for variance estimation', 'Masked variance unit pseudo-stratum variable for variance estimation']",['Both males and females 0 YEARS - 150 YEARS'],,
1649,SDMVSTRA,75 To 89,Range Of Values,"['Masked Variance Unit Pseudo-Stratum variable for variance estimation', 'Masked variance unit pseudo-stratum variable for variance estimation']",['Both males and females 0 YEARS - 150 YEARS'],,
1651,SDMVSTRA,90 To 103,Range Of Values,"['Masked Variance Unit Pseudo-Stratum variable for variance estimation', 'Masked variance unit pseudo-stratum variable for variance estimation']",['Both males and females 0 YEARS - 150 YEARS'],,
1653,SDMVSTRA,104 To 118,Range Of Values,"['Masked Variance Unit Pseudo-Stratum variable for variance estimation', 'Masked variance unit pseudo-stratum variable for variance estimation']",['Both males and females 0 YEARS - 150 YEARS'],,
1655,SDMVSTRA,119 To 133,Range Of Values,"['Masked Variance Unit Pseudo-Stratum variable for variance estimation', 'Masked variance unit pseudo-stratum variable for variance estimation']",['Both males and females 0 YEARS - 150 YEARS'],,
1657,SDMVSTRA,134 To 148,Range Of Values,"['Masked Variance Unit Pseudo-Stratum variable for variance estimation', 'Masked variance unit pseudo-stratum variable for variance estimation']",['Both males and females 0 YEARS - 150 YEARS'],,
1659,SDMVSTRA,149 To 172,Range Of Values,"['Masked Variance Unit Pseudo-Stratum variable for variance estimation', 'Masked variance unit pseudo-stratum variable for variance estimation']",['Both males and females 0 YEARS - 150 YEARS'],,
1661,SDMVSTRA,173 To 187,Range Of Values,"['Masked Variance Unit Pseudo-Stratum variable for variance estimation', 'Masked variance unit pseudo-stratum variable for variance estimation']",['Both males and females 0 YEARS - 150 YEARS'],,
1663,SDJ1REPN,1 To 52,Range Of Values,['Jack Knife Replicate Number'],['Both males and females 0 YEARS - 150 YEARS'],,
1664,SDJ1REPN,.,Missing,['Jack Knife Replicate Number'],['Both males and females 0 YEARS - 150 YEARS'],,
