"Data.File.Name","Data.File.Description","Component","Begin.Year","EndYear"
"PAQY_J","Physical Activity - Youth","Questionnaire",2017,2018
"PFQ_J","Physical Functioning","Questionnaire",2017,2018
"PUQMEC_J","Pesticide Use","Questionnaire",2017,2018
"RHQ_J","Reproductive Health","Questionnaire",2017,2018
"RXQ_RX_J","Prescription Medications","Questionnaire",2017,2018
"RXQASA_J","Preventive Aspirin Use","Questionnaire",2017,2018
"SLQ_J","Sleep Disorders","Questionnaire",2017,2018
"SMQ_J","Smoking - Cigarette Use","Questionnaire",2017,2018
"SMQFAM_J","Smoking - Household Smokers","Questionnaire",2017,2018
"SMQRTU_J","Smoking - Recent Tobacco Use","Questionnaire",2017,2018
"SMQSHS_J","Smoking - Secondhand Smoke Exposure","Questionnaire",2017,2018
"VTQ_J","Volatile Toxicant","Questionnaire",2017,2018
"WHQ_J","Weight History","Questionnaire",2017,2018
"WHQMEC_J","Weight History - Youth","Questionnaire",2017,2018
"ACQ_L","Acculturation","Questionnaire",2021,2023
"ALQ_L","Alcohol Use","Questionnaire",2021,2023
"AUQ_L","Audiometry","Questionnaire",2021,2023
"BAQ_L","Balance","Questionnaire",2021,2023
"BPQ_L","Blood Pressure & Cholesterol","Questionnaire",2021,2023
"DBQ_L","Diet Behavior & Nutrition","Questionnaire",2021,2023
"DEQ_L","Dermatology","Questionnaire",2021,2023
"DIQ_L","Diabetes","Questionnaire",2021,2023
"DPQ_L","Mental Health - Depression Screener","Questionnaire",2021,2023
"ECQ_L","Early Childhood","Questionnaire",2021,2023
"FNQ_L","Functioning","Questionnaire",2021,2023
"HEQ_L","Hepatitis","Questionnaire",2021,2023
"HIQ_L","Health Insurance","Questionnaire",2021,2023
"HOQ_L","Housing Characteristics","Questionnaire",2021,2023
"HSQ_L","Current Health Status","Questionnaire",2021,2023
"HUQ_L","Hospital Utilization & Access to Care","Questionnaire",2021,2023
"IMQ_L","Immunization","Questionnaire",2021,2023
"INQ_L","Income","Questionnaire",2021,2023
"KIQ_U_L","Kidney Conditions - Urology","Questionnaire",2021,2023
"MCQ_L","Medical Conditions","Questionnaire",2021,2023
"OCQ_L","Occupation","Questionnaire",2021,2023
"OHQ_L","Oral Health","Questionnaire",2021,2023
"PAQ_L","Physical Activity","Questionnaire",2021,2023
"PAQY_L","Physical Activity - Youth","Questionnaire",2021,2023
"PUQMEC_L","Pesticide Use","Questionnaire",2021,2023
"RHQ_L","Reproductive Health","Questionnaire",2021,2023
"RXQ_RX_L","Prescription Medications","Questionnaire",2021,2023
"RXQASA_L","Preventive Aspirin Use","Questionnaire",2021,2023
"SLQ_L","Sleep Disorders","Questionnaire",2021,2023
"SMQ_L","Smoking - Cigarette Use","Questionnaire",2021,2023
"SMQFAM_L","Smoking - Household Smokers","Questionnaire",2021,2023
"SMQRTU_L","Smoking - Recent Tobacco Use","Questionnaire",2021,2023
"WHQ_L","Weight History","Questionnaire",2021,2023
