"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"DXXT12_H","SEQN","SEQN","Sequence number","Sequence number","Both males and females 40 YEARS - 150 YEARS",NA,NA
"DXXT12_H","DXDLSPST","DXDLSPST","IVA lateral spine scan status","IVA lateral spine scan status","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", "".""]; Value.Description=[""IVA Lateral Spine scan completed, all vertebra are valid"", ""IVA Lateral Spine scan completed, but one or more vertebrae are invalid"", ""IVA Lateral Spine not scanned, pregnancy"", ""IVA Lateral Spine not scanned, weight > 450 lbs"", ""IVA Lateral Spine not scanned, other reason"", ""Missing""]; Count=[""2875"", ""455"", ""3"", ""1"", ""374"", ""0""]; Cumulative=[""2875"", ""3330"", ""3333"", ""3334"", ""3708"", ""3708""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXXT12_H","DXXPT21Y","DXXPT21Y","y-coordinates of outline points 22","y-coordinates of outline points 22","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""148.1 to 397.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT22X","DXXPT22X","x-coordinates of outline points 23","x-coordinates of outline points 23","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""357.5 to 995.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT22Y","DXXPT22Y","y-coordinates of outline points 23","y-coordinates of outline points 23","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""150.1 to 398.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT23X","DXXPT23X","x-coordinates of outline points 24","x-coordinates of outline points 24","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""362 to 999.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT23Y","DXXPT23Y","y-coordinates of outline points 24","y-coordinates of outline points 24","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""152.5 to 400.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT24X","DXXPT24X","x-coordinates of outline points 25","x-coordinates of outline points 25","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""366.3 to 1003.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT24Y","DXXPT24Y","y-coordinates of outline points 25","y-coordinates of outline points 25","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""141 to 388.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT25X","DXXPT25X","x-coordinates of outline points 26","x-coordinates of outline points 26","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""375.1 to 1012.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT25Y","DXXPT25Y","y-coordinates of outline points 26","y-coordinates of outline points 26","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""131.6 to 378"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT26X","DXXPT26X","x-coordinates of outline points 27","x-coordinates of outline points 27","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""376.4 to 1015.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT26Y","DXXPT26Y","y-coordinates of outline points 27","y-coordinates of outline points 27","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""121 to 366.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT27X","DXXPT27X","x-coordinates of outline points 28","x-coordinates of outline points 28","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""377.7 to 1017.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT27Y","DXXPT27Y","y-coordinates of outline points 28","y-coordinates of outline points 28","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""108.9 to 355.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT28X","DXXPT28X","x-coordinates of outline points 29","x-coordinates of outline points 29","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""379.4 to 1021.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT28Y","DXXPT28Y","y-coordinates of outline points 29","y-coordinates of outline points 29","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""97.7 to 343.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT29X","DXXPT29X","x-coordinates of outline points 30","x-coordinates of outline points 30","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""381.9 to 1025.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT29Y","DXXPT29Y","y-coordinates of outline points 30","y-coordinates of outline points 30","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""86.3 to 331.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT30X","DXXPT30X","x-coordinates of outline points 31","x-coordinates of outline points 31","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""385.1 to 1029.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT30Y","DXXPT30Y","y-coordinates of outline points 31","y-coordinates of outline points 31","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""75.1 to 320.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT31X","DXXPT31X","x-coordinates of outline points 32","x-coordinates of outline points 32","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""388.7 to 1034.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT31Y","DXXPT31Y","y-coordinates of outline points 32","y-coordinates of outline points 32","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""141.3 to 387.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT32X","DXXPT32X","x-coordinates of outline points 33","x-coordinates of outline points 33","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""376.9 to 1015"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT32Y","DXXPT32Y","y-coordinates of outline points 33","y-coordinates of outline points 33","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""131.3 to 375.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT33X","DXXPT33X","x-coordinates of outline points 34","x-coordinates of outline points 34","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""379.5 to 1019.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT33Y","DXXPT33Y","y-coordinates of outline points 34","y-coordinates of outline points 34","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""121.4 to 363.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT34X","DXXPT34X","x-coordinates of outline points 35","x-coordinates of outline points 35","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""381.8 to 1023.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT34Y","DXXPT34Y","y-coordinates of outline points 35","y-coordinates of outline points 35","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""110.6 to 352"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT35X","DXXPT35X","x-coordinates of outline points 36","x-coordinates of outline points 36","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""384.5 to 1027.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT35Y","DXXPT35Y","y-coordinates of outline points 36","y-coordinates of outline points 36","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""97.9 to 340"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT36X","DXXPT36X","x-coordinates of outline points 37","x-coordinates of outline points 37","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""387 to 1031.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT36Y","DXXPT36Y","y-coordinates of outline points 37","y-coordinates of outline points 37","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""85.1 to 327.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT37X","DXXPT37X","x-coordinates of outline points 38","x-coordinates of outline points 38","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""390.1 to 1035.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT37Y","DXXPT37Y","y-coordinates of outline points 38","y-coordinates of outline points 38","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""72.8 to 316"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT38X","DXXPT38X","x-coordinates of outline points 39","x-coordinates of outline points 39","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""393.4 to 1039.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT38Y","DXXPT38Y","y-coordinates of outline points 39","y-coordinates of outline points 39","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""145.2 to 392.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT39X","DXXPT39X","x-coordinates of outline points 40","x-coordinates of outline points 40","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""374.3 to 1011.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT39Y","DXXPT39Y","y-coordinates of outline points 40","y-coordinates of outline points 40","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""140.3 to 387.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT40X","DXXPT40X","x-coordinates of outline points 41","x-coordinates of outline points 41","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""375.2 to 1013.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT40Y","DXXPT40Y","y-coordinates of outline points 41","y-coordinates of outline points 41","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""135.4 to 381.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT41X","DXXPT41X","x-coordinates of outline points 42","x-coordinates of outline points 42","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""376.2 to 1015.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT41Y","DXXPT41Y","y-coordinates of outline points 42","y-coordinates of outline points 42","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""130.4 to 375.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT42X","DXXPT42X","x-coordinates of outline points 43","x-coordinates of outline points 43","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""377.1 to 1016.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT42Y","DXXPT42Y","y-coordinates of outline points 43","y-coordinates of outline points 43","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""125.5 to 370.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT43X","DXXPT43X","x-coordinates of outline points 44","x-coordinates of outline points 44","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""378 to 1018.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT43Y","DXXPT43Y","y-coordinates of outline points 44","y-coordinates of outline points 44","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""120.5 to 364.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT44X","DXXPT44X","x-coordinates of outline points 45","x-coordinates of outline points 45","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""378.9 to 1020.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT44Y","DXXPT44Y","y-coordinates of outline points 45","y-coordinates of outline points 45","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""114.9 to 359.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT45X","DXXPT45X","x-coordinates of outline points 46","x-coordinates of outline points 46","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""379.9 to 1021.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT45Y","DXXPT45Y","y-coordinates of outline points 46","y-coordinates of outline points 46","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""108.6 to 353.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT46X","DXXPT46X","x-coordinates of outline points 47","x-coordinates of outline points 47","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""381 to 1023.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT46Y","DXXPT46Y","y-coordinates of outline points 47","y-coordinates of outline points 47","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""102.9 to 347.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT47X","DXXPT47X","x-coordinates of outline points 48","x-coordinates of outline points 48","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""382.3 to 1025.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT47Y","DXXPT47Y","y-coordinates of outline points 48","y-coordinates of outline points 48","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""97.2 to 340.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT48X","DXXPT48X","x-coordinates of outline points 49","x-coordinates of outline points 49","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""383.8 to 1027.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT48Y","DXXPT48Y","y-coordinates of outline points 49","y-coordinates of outline points 49","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""91.2 to 334.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT49X","DXXPT49X","x-coordinates of outline points 50","x-coordinates of outline points 50","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""385.4 to 1029.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT49Y","DXXPT49Y","y-coordinates of outline points 50","y-coordinates of outline points 50","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""85.2 to 328.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT50X","DXXPT50X","x-coordinates of outline points 51","x-coordinates of outline points 51","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""387.2 to 1031.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT50Y","DXXPT50Y","y-coordinates of outline points 51","y-coordinates of outline points 51","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""."", ""79.7 to 322.9""]; Value.Description=[""Missing"", ""Range of Values""]; Count=[""417"", ""3291""]; Cumulative=[""3708"", ""3291""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT51X","DXXPT51X","x-coordinates of outline points 52","x-coordinates of outline points 52","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""388.9 to 1033.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT51Y","DXXPT51Y","y-coordinates of outline points 52","y-coordinates of outline points 52","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""74.3 to 317.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT52X","DXXPT52X","x-coordinates of outline points 53","x-coordinates of outline points 53","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""390.8 to 1035.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT52Y","DXXPT52Y","y-coordinates of outline points 53","y-coordinates of outline points 53","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""68.8 to 312.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT53X","DXXPT53X","x-coordinates of outline points 54","x-coordinates of outline points 54","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""392.8 to 1038.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT53Y","DXXPT53Y","y-coordinates of outline points 54","y-coordinates of outline points 54","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""62.6 to 304.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT54X","DXXPT54X","x-coordinates of outline points 55","x-coordinates of outline points 55","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""390.8 to 1038.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT54Y","DXXPT54Y","y-coordinates of outline points 55","y-coordinates of outline points 55","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""62.4 to 304.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT55X","DXXPT55X","x-coordinates of outline points 56","x-coordinates of outline points 56","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""380 to 1026.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT55Y","DXXPT55Y","y-coordinates of outline points 56","y-coordinates of outline points 56","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""62.5 to 304.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT56X","DXXPT56X","x-coordinates of outline points 57","x-coordinates of outline points 57","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""370.6 to 1017.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT56Y","DXXPT56Y","y-coordinates of outline points 57","y-coordinates of outline points 57","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""62.6 to 303.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT57X","DXXPT57X","x-coordinates of outline points 58","x-coordinates of outline points 58","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""362.4 to 1008.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT57Y","DXXPT57Y","y-coordinates of outline points 58","y-coordinates of outline points 58","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""62.3 to 302.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
