"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"OHXPER_G","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 30 YEARS - 150 YEARS",NA,NA
"OHXPER_G","OHDEXSTS","OHDEXSTS","Overall Oral Health Exam Status","Overall Oral Health Exam Status","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", "".""]; Value.Description=[""Complete"", ""Partial"", ""Not done"", ""Missing""]; Count=[""3669"", ""381"", ""315"", ""0""]; Cumulative=[""3669"", ""4050"", ""4365"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX07LAM","OHX07LAM","LOA: Max R(LI) MdF calculated AL(mm)","Loss of Attachment: Upper right lateral incisor (LI) mid-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2797"", ""922"", ""646""]; Cumulative=[""2797"", ""3719"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX07LAS","OHX07LAS","LOA: Max R(LI) MF calculated AL(mm)","Loss of Attachment: Upper right lateral incisor (LI) mesio-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2786"", ""933"", ""646""]; Cumulative=[""2786"", ""3719"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX07LAP","OHX07LAP","LOA: Max R(LI) DL calculated AL(mm)","Loss of Attachment: Upper right lateral incisor (LI) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2776"", ""943"", ""646""]; Cumulative=[""2776"", ""3719"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX07LAL","OHX07LAL","LOA: Max R(LI) MdL calculated AL(mm)","Loss of Attachment: Upper right lateral incisor (LI) mid- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2806"", ""913"", ""646""]; Cumulative=[""2806"", ""3719"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX07LAA","OHX07LAA","LOA: Max R(LI) ML calculated AL(mm)","Loss of Attachment: Upper right lateral incisor (LI) mesio-lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2761"", ""958"", ""646""]; Cumulative=[""2761"", ""3719"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX08CJD","OHX08CJD","LOA: Max R(CI) DF FGM-CEJ(mm)","Loss of Attachment: Upper right central incisor (CI) distal - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2786"", ""930"", ""649""]; Cumulative=[""2786"", ""3716"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX08CJM","OHX08CJM","LOA: Max R(CI) MdF FGM-CEJ(mm)","Loss of Attachment: Upper right central incisor (CI) mid-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 1"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2789"", ""927"", ""649""]; Cumulative=[""2789"", ""3716"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX08CJS","OHX08CJS","LOA: Max R(CI) MF FGM-CEJ(mm)","Loss of Attachment: Upper right central incisor (CI) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2795"", ""921"", ""649""]; Cumulative=[""2795"", ""3716"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX08CJP","OHX08CJP","LOA: Max R(CI) DL FGM-CEJ(mm)","Loss of Attachment: Upper right central incisor (CI) distal - lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2739"", ""977"", ""649""]; Cumulative=[""2739"", ""3716"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX08CJL","OHX08CJL","LOA: Max R(CI) MdL FGM-CEJ(mm)","Loss of Attachment: Upper right central incisor (CI) mid- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2799"", ""917"", ""649""]; Cumulative=[""2799"", ""3716"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX08CJA","OHX08CJA","LOA: Max R(CI) ML FGM-CEJ(mm)","Loss of Attachment: Upper right central incisor (CI) mesio- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2791"", ""925"", ""649""]; Cumulative=[""2791"", ""3716"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX08PCD","OHX08PCD","LOA: Max R(CI) DF FGM-sulcus(mm)","Loss of Attachment: Upper right central incisor (CI) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2786"", ""930"", ""649""]; Cumulative=[""2786"", ""3716"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX08PCM","OHX08PCM","LOA: Max R(CI) MdF FGM-sulcus(mm)","Loss of Attachment: Upper right central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2789"", ""927"", ""649""]; Cumulative=[""2789"", ""3716"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX08PCS","OHX08PCS","LOA: Max R(CI) MF FGM-sulcus(mm)","Loss of Attachment: Upper right central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2795"", ""921"", ""649""]; Cumulative=[""2795"", ""3716"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX08PCP","OHX08PCP","LOA: Max R(CI) DL FGM-sulcus(mm)","Loss of Attachment: Upper right central incisor (CI) distal - lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2739"", ""977"", ""649""]; Cumulative=[""2739"", ""3716"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX08PCL","OHX08PCL","LOA: Max R(CI) MdL FGM-sulcus(mm)","Loss of Attachment: Upper right central incisor (CI) mid- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""."", ""0 to 7"", ""99""]; Value.Description=[""Missing"", ""Range of Values"", ""Cannot be assessed""]; Count=[""649"", ""2799"", ""917""]; Cumulative=[""4365"", ""2799"", ""3716""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX08PCA","OHX08PCA","LOA: Max R(CI) ML FGM-sulcus(mm)","Loss of Attachment: Upper right central incisor (CI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2791"", ""925"", ""649""]; Cumulative=[""2791"", ""3716"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX08LAD","OHX08LAD","LOA: Max R(CI) DF calculated AL(mm)","Loss of Attachment: Upper right central incisor (CI) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2786"", ""930"", ""649""]; Cumulative=[""2786"", ""3716"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX08LAM","OHX08LAM","LOA: Max R(CI) MdF calculated AL(mm)","Loss of Attachment: Upper right central incisor (CI) mid-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2789"", ""927"", ""649""]; Cumulative=[""2789"", ""3716"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX08LAS","OHX08LAS","LOA: Max R(CI) MF calculated AL(mm)","Loss of Attachment: Upper right central incisor (CI) mesio-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 15"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2795"", ""921"", ""649""]; Cumulative=[""2795"", ""3716"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX08LAP","OHX08LAP","LOA: Max R(CI) DL calculated AL(mm)","Loss of Attachment: Upper right central incisor (CI) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2739"", ""977"", ""649""]; Cumulative=[""2739"", ""3716"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX08LAL","OHX08LAL","LOA: Max R(CI) MdL calculated AL(mm)","Loss of Attachment: Upper right central incisor (CI) mid- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2799"", ""917"", ""649""]; Cumulative=[""2799"", ""3716"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX08LAA","OHX08LAA","LOA: Max R(CI) ML calculated AL(mm)","Loss of Attachment: Upper right central incisor (CI) mesio-lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2791"", ""925"", ""649""]; Cumulative=[""2791"", ""3716"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX09CJD","OHX09CJD","LOA: Max L(CI) DF FGM-CEJ(mm)","Loss of Attachment: Upper left central incisor (CI) distal - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2820"", ""888"", ""657""]; Cumulative=[""2820"", ""3708"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX09CJM","OHX09CJM","LOA: Max L(CI) MdF FGM-CEJ(mm)","Loss of Attachment: Upper left central incisor (CI) mid-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2824"", ""884"", ""657""]; Cumulative=[""2824"", ""3708"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX09CJS","OHX09CJS","LOA: Max L(CI) MF FGM-CEJ(mm)","Loss of Attachment: Upper left central incisor (CI) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2827"", ""881"", ""657""]; Cumulative=[""2827"", ""3708"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX09CJP","OHX09CJP","LOA: Max L(CI) DL FGM-CEJ(mm)","Loss of Attachment: Upper left central incisor (CI) distal - lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2803"", ""905"", ""657""]; Cumulative=[""2803"", ""3708"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX09CJL","OHX09CJL","LOA: Max L(CI) MdL FGM-CEJ(mm)","Loss of Attachment: Upper left central incisor (CI) mid- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 1"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2829"", ""879"", ""657""]; Cumulative=[""2829"", ""3708"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX09CJA","OHX09CJA","LOA: Max L(CI) ML FGM-CEJ(mm)","Loss of Attachment: Upper left central incisor (CI) mesio- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2820"", ""888"", ""657""]; Cumulative=[""2820"", ""3708"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX09PCD","OHX09PCD","LOA: Max L(CI) DF FGM-sulcus(mm)","Loss of Attachment: Upper left central incisor (CI) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2820"", ""888"", ""657""]; Cumulative=[""2820"", ""3708"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX09PCM","OHX09PCM","LOA: Max L(CI) MdF FGM-sulcus(mm)","Loss of Attachment: Upper left central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2824"", ""884"", ""657""]; Cumulative=[""2824"", ""3708"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX09PCS","OHX09PCS","LOA: Max L(CI) MF FGM-sulcus(mm)","Loss of Attachment: Upper left central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2827"", ""881"", ""657""]; Cumulative=[""2827"", ""3708"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX09PCP","OHX09PCP","LOA: Max L(CI) DL FGM-sulcus(mm)","Loss of Attachment: Upper left central incisor (CI) distal - lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2803"", ""905"", ""657""]; Cumulative=[""2803"", ""3708"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX09PCL","OHX09PCL","LOA: Max L(CI) MdL FGM-sulcus(mm)","Loss of Attachment: Upper left central incisor (CI) mid- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2829"", ""879"", ""657""]; Cumulative=[""2829"", ""3708"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX09PCA","OHX09PCA","LOA: Max L(CI) ML FGM-sulcus(mm)","Loss of Attachment: Upper left central incisor (CI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2820"", ""888"", ""657""]; Cumulative=[""2820"", ""3708"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX09LAD","OHX09LAD","LOA: Max L(CI) DF calculated AL(mm)","Loss of Attachment: Upper left central incisor (CI) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2820"", ""888"", ""657""]; Cumulative=[""2820"", ""3708"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX09LAM","OHX09LAM","LOA: Max L(CI) MdF calculated AL(mm)","Loss of Attachment: Upper left central incisor (CI) mid-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2824"", ""884"", ""657""]; Cumulative=[""2824"", ""3708"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX09LAS","OHX09LAS","LOA: Max L(CI) MF calculated AL(mm)","Loss of Attachment: Upper left central incisor (CI) mesio-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2827"", ""881"", ""657""]; Cumulative=[""2827"", ""3708"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX09LAP","OHX09LAP","LOA: Max L(CI) DL calculated AL(mm)","Loss of Attachment: Upper left central incisor (CI) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2803"", ""905"", ""657""]; Cumulative=[""2803"", ""3708"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX09LAL","OHX09LAL","LOA: Max L(CI) MdL calculated AL(mm)","Loss of Attachment: Upper left central incisor (CI) mid- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2829"", ""879"", ""657""]; Cumulative=[""2829"", ""3708"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX09LAA","OHX09LAA","LOA: Max L(CI) ML calculated AL(mm)","Loss of Attachment: Upper left central incisor (CI) mesio-lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2820"", ""888"", ""657""]; Cumulative=[""2820"", ""3708"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX10CJD","OHX10CJD","LOA: Max L(LI) DF FGM-CEJ(mm)","Loss of Attachment: Upper left lateral incisor (LI) distal - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2794"", ""917"", ""654""]; Cumulative=[""2794"", ""3711"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX10CJM","OHX10CJM","LOA: Max L(LI) MdF FGM-CEJ(mm)","Loss of Attachment: Upper left lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 1"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2800"", ""911"", ""654""]; Cumulative=[""2800"", ""3711"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX10CJS","OHX10CJS","LOA: Max L(LI) MF FGM-CEJ(mm)","Loss of Attachment: Upper left lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2804"", ""907"", ""654""]; Cumulative=[""2804"", ""3711"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX10CJP","OHX10CJP","LOA: Max L(LI) DL FGM-CEJ(mm)","Loss of Attachment: Upper left lateral incisor (LI) distal - lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2795"", ""915"", ""655""]; Cumulative=[""2795"", ""3710"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX10CJL","OHX10CJL","LOA: Max L(LI) MdL FGM-CEJ(mm)","Loss of Attachment: Upper left lateral incisor (LI) mid- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2805"", ""905"", ""655""]; Cumulative=[""2805"", ""3710"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX10CJA","OHX10CJA","LOA: Max L(LI) ML FGM-CEJ(mm)","Loss of Attachment: Upper left lateral incisor (LI) mesio- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2723"", ""987"", ""655""]; Cumulative=[""2723"", ""3710"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX10PCD","OHX10PCD","LOA: Max L(LI) DF FGM-sulcus(mm)","Loss of Attachment: Upper left lateral incisor (LI) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2794"", ""917"", ""654""]; Cumulative=[""2794"", ""3711"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX10PCM","OHX10PCM","LOA: Max L(LI) MdF FGM-sulcus(mm)","Loss of Attachment: Upper left lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2800"", ""911"", ""654""]; Cumulative=[""2800"", ""3711"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX10PCS","OHX10PCS","LOA: Max L(LI) MF FGM-sulcus(mm)","Loss of Attachment: Upper left lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2804"", ""907"", ""654""]; Cumulative=[""2804"", ""3711"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX10PCP","OHX10PCP","LOA: Max L(LI) DL FGM-sulcus(mm)","Loss of Attachment: Upper left lateral incisor (LI) distal - lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2795"", ""915"", ""655""]; Cumulative=[""2795"", ""3710"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
