"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"DXX_G","SEQN","SEQN","Respondent sequence number","Respondent sequence number","Both males and females 8 YEARS - 59 YEARS",NA,NA
"DXX_G","DXAEXSTS","DXAEXSTS","Exam Status","Exam Status","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", "".""]; Value.Description=[""Whole body scan completed"", ""Whole body scan completed, but  invalid"", ""Whole body not scanned, pregnancy"", ""Whole body not scanned, weight > 450 lbs"", ""Whole body not scanned,  height > 6'5"", ""Whole body not scanned, other reason"", ""Missing""]; Count=[""4749"", ""3"", ""57"", ""1"", ""9"", ""873"", ""0""]; Cumulative=[""4749"", ""4752"", ""4809"", ""4810"", ""4819"", ""5692"", ""5692""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_G","DXXLSBMD","DXXLSBMD","Lumbar Spine BMD (g/cm^2)","Lumbar Spine Bone Mineral Density (grams/cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0.518 to 2.477"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4620"", ""1072""]; Cumulative=[""4620"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXXPEA","DXXPEA","Pelvis Area (cm^2)","Pelvis Area (cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""70.68 to 372.99"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4620"", ""1072""]; Cumulative=[""4620"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXXPEBMC","DXXPEBMC","Pelvis BMC (g)","Pelvis Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""50.94 to 838.59"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4620"", ""1072""]; Cumulative=[""4620"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXXPEBMD","DXXPEBMD","Pelvis BMD (g/cm^2)","Pelvis Bone Mineral Density (grams/cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0.542 to 2.767"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4620"", ""1072""]; Cumulative=[""4620"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXATRBV","DXATRBV","Trunk Bone Invalidity Code","Trunk Bone Invalidity Code","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0"", ""1"", ""3"", ""4"", ""5"", ""6"", ""7"", "".""]; Value.Description=[""Valid data"", ""Removable or non-removable objects"", ""Excessive x-ray noise due to morbid obesity"", ""Arm/leg overlap"", ""Body parts out of scan region"", ""Positioning problem"", ""Other"", ""Missing""]; Count=[""4620"", ""118"", ""7"", ""0"", ""1"", ""2"", ""1"", ""943""]; Cumulative=[""4620"", ""4738"", ""4745"", ""4745"", ""4746"", ""4748"", ""4749"", ""5692""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_G","DXDTRA","DXDTRA","Trunk Bone area (cm^2)","Trunk Bone area (cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""289.53 to 929.68"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4620"", ""1072""]; Cumulative=[""4620"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXDTRBMC","DXDTRBMC","Trunk BMC (g)","Trunk Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""141.45 to 1503.65"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4620"", ""1072""]; Cumulative=[""4620"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXDTRBMD","DXDTRBMD","Trunk Bone BMD (g/cm^2)","Trunk Bone BMD (g/cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0.46 to 1.796"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4620"", ""1072""]; Cumulative=[""4620"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXATRTV","DXATRTV","Trunk Tissue Invalidity Code","Trunk Tissue Invalidity Code","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0"", ""1"", ""3"", ""4"", ""5"", ""6"", ""7"", "".""]; Value.Description=[""Valid data"", ""Removable or non-removable objects"", ""Excessive x-ray noise due to morbid obesity"", ""Arm/leg overlap"", ""Body parts out of scan region"", ""Positioning problem"", ""Other"", ""Missing""]; Count=[""4621"", ""116"", ""7"", ""0"", ""1"", ""2"", ""2"", ""943""]; Cumulative=[""4621"", ""4737"", ""4744"", ""4744"", ""4745"", ""4747"", ""4749"", ""5692""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_G","DXXTRFAT","DXXTRFAT","Trunk Fat (g)","Trunk Fat (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""1042.7 to 51926.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4621"", ""1071""]; Cumulative=[""4621"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXDTRLE","DXDTRLE","Trunk Lean excl BMC (g)","Trunk Lean excl Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""5926.2 to 55580.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4621"", ""1071""]; Cumulative=[""4621"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXXTRLI","DXXTRLI","Trunk Lean incl BMC (g)","Trunk Lean incl Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""6067.6 to 56558.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4620"", ""1072""]; Cumulative=[""4620"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXDTRTOT","DXDTRTOT","Trunk Total (g)","Trunk Total (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""7353.9 to 100735.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4618"", ""1074""]; Cumulative=[""4618"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXDTRPF","DXDTRPF","Trunk Percent Fat","Trunk Percent Fat","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""10.4 to 58"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4621"", ""1071""]; Cumulative=[""4621"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXDSTA","DXDSTA","Subtotal Area (cm^2)","Subtotal Area (cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""841.03 to 2604.47"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4445"", ""1247""]; Cumulative=[""4445"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXDSTBMC","DXDSTBMC","Subtotal BMC (g)","Subtotal Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""410.14 to 4325.99"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4445"", ""1247""]; Cumulative=[""4445"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXDSTBMD","DXDSTBMD","Subtotal BMD (g/cm^2)","Subtotal Bone Mineral Density (grams/cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0.467 to 1.813"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4445"", ""1247""]; Cumulative=[""4445"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXDSTFAT","DXDSTFAT","Subtotal Fat (g)","Subtotal Fat (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""2587.6 to 100159.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4544"", ""1148""]; Cumulative=[""4544"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXDSTLE","DXDSTLE","Subtotal Lean excl BMC (g)","Subtotal Lean excl BMC (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""11247.1 to 107447.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4544"", ""1148""]; Cumulative=[""4544"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXDSTLI","DXDSTLI","Subtotal Lean incl BMC (g)","Subtotal Lean incl BMC (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""11657.3 to 110602.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4441"", ""1251""]; Cumulative=[""4441"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXDSTTOT","DXDSTTOT","Subtotal (Total excl Head) (g)","Subtotal (Total excl Head) (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""14804.3 to 177770"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4544"", ""1148""]; Cumulative=[""4544"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXDSTPF","DXDSTPF","Subtotal Percent Fat","Subtotal Percent Fat","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""11 to 56.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4544"", ""1148""]; Cumulative=[""4544"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXDTOA","DXDTOA","Total Area (cm^2)","Total Area (cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""1054.56 to 2851.27"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4524"", ""1168""]; Cumulative=[""4524"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXDTOBMC","DXDTOBMC","Total Bone Mineral Content (g)","Total Bone Mineral Content (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""634.7 to 4900.82"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4524"", ""1168""]; Cumulative=[""4524"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXDTOBMD","DXDTOBMD","Total Bone Mineral Density (g/cm^2)","Total Bone Mineral Density (g/cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0.598 to 1.88"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4524"", ""1168""]; Cumulative=[""4524"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXDTOFAT","DXDTOFAT","Total Fat (g)","Total Fat (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""3410.9 to 102288.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4521"", ""1171""]; Cumulative=[""4521"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXDTOLE","DXDTOLE","Total Lean excl BMC (g)","Total Lean excl BMC (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""12952.1 to 112233.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4544"", ""1148""]; Cumulative=[""4544"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXDTOLI","DXDTOLI","Total Lean incl BMC (g)","Total Lean incl BMC (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""13586.8 to 115895.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4521"", ""1171""]; Cumulative=[""4521"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXDTOTOT","DXDTOTOT","Total Lean+Fat (g)","Total Lean+Fat (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""17349.5 to 184743.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4521"", ""1171""]; Cumulative=[""4521"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_G","DXDTOPF","DXDTOPF","Total Percent Fat","Total Percent Fat","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""12.1 to 55.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""4521"", ""1171""]; Cumulative=[""4521"", ""5692""]; Skip.to.Item=[""NA"", ""NA""]"
