"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"OHXPRL_C","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 13 YEARS - 150 YEARS",NA,NA
"OHXPRL_C","OHAEXSTS","OHAEXSTS","Overall Oral Health Exam Status","Overall Oral Health Exam Status","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", "".""]; Value.Description=[""Complete"", ""Partial"", ""Not done"", ""Missing""]; Count=[""5050"", ""1194"", ""474"", ""0""]; Cumulative=[""5050"", ""6244"", ""6718"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD23PCS","OHD23PCS","LOA: mesial #23 PD","Loss of Attachment: Lower left lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 5"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2296"", ""204"", ""4218""]; Cumulative=[""2296"", ""2500"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD23LAS","OHD23LAS","LOA: mesial #23 calculated LA","Loss of Attachment: Lower left lateral incisor (LI) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2296"", ""204"", ""4218""]; Cumulative=[""2296"", ""2500"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD23CJD","OHD23CJD","LOA: distal #23 FGM/CEJ","Loss of Attachment: Lower left lateral incisor (LI) distal - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2352"", ""148"", ""4218""]; Cumulative=[""2352"", ""2500"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD23PCD","OHD23PCD","LOA: distal #23 PD","Loss of Attachment: Lower left lateral incisor (LI) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 5"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2352"", ""148"", ""4218""]; Cumulative=[""2352"", ""2500"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD23LAD","OHD23LAD","LOA: distal #23 calculated LA","Loss of Attachment: Lower left lateral incisor (LI) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2352"", ""148"", ""4218""]; Cumulative=[""2352"", ""2500"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD24CJM","OHD24CJM","LOA: mid-facial #24 FGM/CEJ","Loss of Attachment: Lower left central incisor (CI) mid-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2341"", ""159"", ""4218""]; Cumulative=[""2341"", ""2500"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD24PCM","OHD24PCM","LOA: mid-facial #24 PD","Loss of Attachment: Lower left central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2341"", ""159"", ""4218""]; Cumulative=[""2341"", ""2500"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD24LAM","OHD24LAM","LOA: mid-facial #24 calculated LA","Loss of Attachment: Lower left central incisor (CI) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2341"", ""159"", ""4218""]; Cumulative=[""2341"", ""2500"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD24CJS","OHD24CJS","LOA: mesial #24 FGM/CEJ","Loss of Attachment: Lower left central incisor (CI) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-9 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2266"", ""234"", ""4218""]; Cumulative=[""2266"", ""2500"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD24PCS","OHD24PCS","LOA: mesial #24 PD","Loss of Attachment: Lower left central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2266"", ""234"", ""4218""]; Cumulative=[""2266"", ""2500"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD24LAS","OHD24LAS","LOA: mesial #24 calculated LA","Loss of Attachment: Lower left central incisor (CI) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2266"", ""234"", ""4218""]; Cumulative=[""2266"", ""2500"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD24CJD","OHD24CJD","LOA: distal #24 FGM/CEJ","Loss of Attachment: Lower left central incisor (CI) distal - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2364"", ""136"", ""4218""]; Cumulative=[""2364"", ""2500"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD24PCD","OHD24PCD","LOA: distal #24 PD","Loss of Attachment: Lower left central incisor (CI) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2364"", ""136"", ""4218""]; Cumulative=[""2364"", ""2500"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD24LAD","OHD24LAD","LOA: distal #24 calculated LA","Loss of Attachment: Lower left central incisor (CI) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2364"", ""136"", ""4218""]; Cumulative=[""2364"", ""2500"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD31CJM","OHD31CJM","LOA: mid-facial #31 FGM/CEJ","Loss of Attachment: Lower right 2nd molar (2M) mid-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-5 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1989"", ""568"", ""4161""]; Cumulative=[""1989"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD31PCM","OHD31PCM","LOA: mid-facial #31 PD","Loss of Attachment: Lower right 2nd molar (2M) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1989"", ""568"", ""4161""]; Cumulative=[""1989"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD31LAM","OHD31LAM","LOA: mid-facial #31 calculated LA","Loss of Attachment: Lower right 2nd molar (2M) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1989"", ""568"", ""4161""]; Cumulative=[""1989"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD31CJS","OHD31CJS","LOA: mesial #31 FGM/CEJ","Loss of Attachment: Lower right 2nd molar (2M) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-4 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1993"", ""564"", ""4161""]; Cumulative=[""1993"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD31PCS","OHD31PCS","LOA: mesial #31 PD","Loss of Attachment: Lower right 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1993"", ""564"", ""4161""]; Cumulative=[""1993"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD31LAS","OHD31LAS","LOA: mesial #31 calculated LA","Loss of Attachment: Lower right 2nd molar (2M) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 5"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1993"", ""564"", ""4161""]; Cumulative=[""1993"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD31CJD","OHD31CJD","LOA: distal #31 FGM/CEJ","Loss of Attachment: Lower right 2nd molar (2M) distal - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1969"", ""588"", ""4161""]; Cumulative=[""1969"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD31PCD","OHD31PCD","LOA: distal #31 PD","Loss of Attachment: Lower right 2nd molar (2M) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1969"", ""588"", ""4161""]; Cumulative=[""1969"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD31LAD","OHD31LAD","LOA: distal #31 calculated LA","Loss of Attachment: Lower right 2nd molar (2M) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1969"", ""588"", ""4161""]; Cumulative=[""1969"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD30CJM","OHD30CJM","LOA: mid-facial #30 FGM/CEJ","Loss of Attachment: Lower right 1st molar (1M) mid-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-5 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1982"", ""577"", ""4159""]; Cumulative=[""1982"", ""2559"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD30PCM","OHD30PCM","LOA: mid-facial #30 PD","Loss of Attachment: Lower right 1st molar (1M) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1982"", ""577"", ""4159""]; Cumulative=[""1982"", ""2559"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD30LAM","OHD30LAM","LOA: mid-facial #30 calculated LA","Loss of Attachment: Lower right 1st molar (1M) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1982"", ""577"", ""4159""]; Cumulative=[""1982"", ""2559"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD30CJS","OHD30CJS","LOA: mesial #30 FGM/CEJ","Loss of Attachment: Lower right 1st molar (1M) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-3 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1987"", ""572"", ""4159""]; Cumulative=[""1987"", ""2559"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD30PCS","OHD30PCS","LOA: mesial #30 PD","Loss of Attachment: Lower right 1st molar (1M) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1987"", ""572"", ""4159""]; Cumulative=[""1987"", ""2559"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD30LAS","OHD30LAS","LOA: mesial #30 calculated LA","Loss of Attachment: Lower right 1st molar (1M) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1987"", ""572"", ""4159""]; Cumulative=[""1987"", ""2559"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD30CJD","OHD30CJD","LOA: distal #30 FGM/CEJ","Loss of Attachment: Lower right 1st molar (1M) distal - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-9 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1985"", ""574"", ""4159""]; Cumulative=[""1985"", ""2559"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD30PCD","OHD30PCD","LOA: distal #30 PD","Loss of Attachment: Lower right 1st molar (1M) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1985"", ""574"", ""4159""]; Cumulative=[""1985"", ""2559"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD30LAD","OHD30LAD","LOA: distal #30 calculated LA","Loss of Attachment: Lower right 1st molar (1M) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1985"", ""574"", ""4159""]; Cumulative=[""1985"", ""2559"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD29CJM","OHD29CJM","LOA: mid-facial #29 FGM/CEJ","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2248"", ""309"", ""4161""]; Cumulative=[""2248"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD29PCM","OHD29PCM","LOA: mid-facial #29 PD","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 5"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2248"", ""309"", ""4161""]; Cumulative=[""2248"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD29LAM","OHD29LAM","LOA: mid-facial #29 calculated LA","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2248"", ""309"", ""4161""]; Cumulative=[""2248"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD29CJS","OHD29CJS","LOA: mesial #29 FGM/CEJ","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-5 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2164"", ""393"", ""4161""]; Cumulative=[""2164"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD29PCS","OHD29PCS","LOA: mesial #29 PD","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 5"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2164"", ""393"", ""4161""]; Cumulative=[""2164"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD29LAS","OHD29LAS","LOA: mesial #29 calculated LA","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2164"", ""393"", ""4161""]; Cumulative=[""2164"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD29CJD","OHD29CJD","LOA: distal #29 FGM/CEJ","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) distal - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2250"", ""307"", ""4161""]; Cumulative=[""2250"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD29PCD","OHD29PCD","LOA: distal #29 PD","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2250"", ""307"", ""4161""]; Cumulative=[""2250"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD29LAD","OHD29LAD","LOA: distal #29 calculated LA","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2250"", ""307"", ""4161""]; Cumulative=[""2250"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD28CJM","OHD28CJM","LOA: mid-facial #28 FGM/CEJ","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mid-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 1"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2307"", ""251"", ""4160""]; Cumulative=[""2307"", ""2558"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD28PCM","OHD28PCM","LOA: mid-facial #28 PD","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2307"", ""251"", ""4160""]; Cumulative=[""2307"", ""2558"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD28LAM","OHD28LAM","LOA: mid-facial #28 calculated LA","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2307"", ""251"", ""4160""]; Cumulative=[""2307"", ""2558"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD28CJS","OHD28CJS","LOA: mesial #28 FGM/CEJ","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2302"", ""256"", ""4160""]; Cumulative=[""2302"", ""2558"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD28PCS","OHD28PCS","LOA: mesial #28 PD","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2302"", ""256"", ""4160""]; Cumulative=[""2302"", ""2558"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD28LAS","OHD28LAS","LOA: mesial #28 calculated LA","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2302"", ""256"", ""4160""]; Cumulative=[""2302"", ""2558"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD28CJD","OHD28CJD","LOA: distal #28 FGM/CEJ","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2286"", ""272"", ""4160""]; Cumulative=[""2286"", ""2558"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD28PCD","OHD28PCD","LOA: distal #28 PD","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2286"", ""272"", ""4160""]; Cumulative=[""2286"", ""2558"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD28LAD","OHD28LAD","LOA: distal #28 calculated LA","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2286"", ""272"", ""4160""]; Cumulative=[""2286"", ""2558"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD27CJM","OHD27CJM","LOA: mid-facial #27 FGM/CEJ","Loss of Attachment: Lower right cuspid (C) mid-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2462"", ""90"", ""4166""]; Cumulative=[""2462"", ""2552"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD27PCM","OHD27PCM","LOA: mid-facial #27 PD","Loss of Attachment: Lower right cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2462"", ""90"", ""4166""]; Cumulative=[""2462"", ""2552"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
