"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"OHXPRU_B","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 13 YEARS - 150 YEARS",NA,NA
"OHXPRU_B","OHAEXSTS","OHAEXSTS","Overall Oral Health Exam Status","Overall Oral Health Exam Status","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", "".""]; Value.Description=[""Complete"", ""Partial"", ""Not done"", ""Missing""]; Count=[""5488"", ""1147"", ""495"", ""0""]; Cumulative=[""5488"", ""6635"", ""7130"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD07PCS","OHD07PCS","LOA: mesial #7 PD","Loss of Attachment: Upper right lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 5"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2504"", ""296"", ""4330""]; Cumulative=[""2504"", ""2800"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD07LAS","OHD07LAS","LOA: mesial #7 calculated LA","Loss of Attachment: Upper right lateral incisor (LI) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2504"", ""296"", ""4330""]; Cumulative=[""2504"", ""2800"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD07CJD","OHD07CJD","LOA: distal #7 FGM/CEJ","Loss of Attachment: Upper right lateral incisor (LI) distal - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-5 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2510"", ""290"", ""4330""]; Cumulative=[""2510"", ""2800"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD07PCD","OHD07PCD","LOA: distal #7 PD","Loss of Attachment: Upper right lateral incisor (LI) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2510"", ""290"", ""4330""]; Cumulative=[""2510"", ""2800"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD07LAD","OHD07LAD","LOA: distal #7 calculated LA","Loss of Attachment: Upper right lateral incisor (LI) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2510"", ""290"", ""4330""]; Cumulative=[""2510"", ""2800"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD08CJM","OHD08CJM","LOA: mid-facial #8 FGM/CEJ","Loss of Attachment: Upper right central incisor (CI) mid-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2504"", ""296"", ""4330""]; Cumulative=[""2504"", ""2800"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD08PCM","OHD08PCM","LOA: mid-facial #8 PD","Loss of Attachment: Upper right central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 5"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2504"", ""296"", ""4330""]; Cumulative=[""2504"", ""2800"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD08LAM","OHD08LAM","LOA: mid-facial #8 calculated LA","Loss of Attachment: Upper right central incisor (CI) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2504"", ""296"", ""4330""]; Cumulative=[""2504"", ""2800"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD08CJS","OHD08CJS","LOA: mesial #8 FGM/CEJ","Loss of Attachment: Upper right central incisor (CI) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-5 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2543"", ""257"", ""4330""]; Cumulative=[""2543"", ""2800"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD08PCS","OHD08PCS","LOA: mesial #8 PD","Loss of Attachment: Upper right central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2543"", ""257"", ""4330""]; Cumulative=[""2543"", ""2800"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD08LAS","OHD08LAS","LOA: mesial #8 calculated LA","Loss of Attachment: Upper right central incisor (CI) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2543"", ""257"", ""4330""]; Cumulative=[""2543"", ""2800"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD08CJD","OHD08CJD","LOA: distal #8 FGM/CEJ","Loss of Attachment: Upper right central incisor (CI) distal - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2545"", ""255"", ""4330""]; Cumulative=[""2545"", ""2800"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD08PCD","OHD08PCD","LOA: distal #8 PD","Loss of Attachment: Upper right central incisor (CI) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2545"", ""255"", ""4330""]; Cumulative=[""2545"", ""2800"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD08LAD","OHD08LAD","LOA: distal #8 calculated LA","Loss of Attachment: Upper right central incisor (CI) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2545"", ""255"", ""4330""]; Cumulative=[""2545"", ""2800"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD15CJM","OHD15CJM","LOA: mid-facial #15 FGM/CEJ","Loss of Attachment: Upper left 2nd molar (2M) mid-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2310"", ""481"", ""4339""]; Cumulative=[""2310"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD15PCM","OHD15PCM","LOA: mid-facial #15 PD","Loss of Attachment: Upper left 2nd molar (2M) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2310"", ""481"", ""4339""]; Cumulative=[""2310"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD15LAM","OHD15LAM","LOA: mid-facial #15 calculated LA","Loss of Attachment: Upper left 2nd molar (2M) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2310"", ""481"", ""4339""]; Cumulative=[""2310"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD15CJS","OHD15CJS","LOA: mesial #15 FGM/CEJ","Loss of Attachment: Upper left 2nd molar (2M) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2315"", ""476"", ""4339""]; Cumulative=[""2315"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD15PCS","OHD15PCS","LOA: mesial #15 PD","Loss of Attachment: Upper left 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2315"", ""476"", ""4339""]; Cumulative=[""2315"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD15LAS","OHD15LAS","LOA: mesial #15 calculated LA","Loss of Attachment: Upper left 2nd molar (2M) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2315"", ""476"", ""4339""]; Cumulative=[""2315"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD15CJD","OHD15CJD","LOA: distal #15 FGM/CEJ","Loss of Attachment: Upper left 2nd molar (2M) distal - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-10 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2296"", ""495"", ""4339""]; Cumulative=[""2296"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD15PCD","OHD15PCD","LOA: distal #15 PD","Loss of Attachment: Upper left 2nd molar (2M) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2296"", ""495"", ""4339""]; Cumulative=[""2296"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD15LAD","OHD15LAD","LOA: distal #15 calculated LA","Loss of Attachment: Upper left 2nd molar (2M) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2296"", ""495"", ""4339""]; Cumulative=[""2296"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD14CJM","OHD14CJM","LOA: mid-facial #14 FGM/CEJ","Loss of Attachment: Upper left 1st molar (1M) mid-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2254"", ""538"", ""4338""]; Cumulative=[""2254"", ""2792"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD14PCM","OHD14PCM","LOA: mid-facial #14 PD","Loss of Attachment: Upper left 1st molar (1M) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2254"", ""538"", ""4338""]; Cumulative=[""2254"", ""2792"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD14LAM","OHD14LAM","LOA: mid-facial #14 calculated LA","Loss of Attachment: Upper left 1st molar (1M) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2254"", ""538"", ""4338""]; Cumulative=[""2254"", ""2792"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD14CJS","OHD14CJS","LOA: mesial #14 FGM/CEJ","Loss of Attachment: Upper left 1st molar (1M) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-5 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2270"", ""522"", ""4338""]; Cumulative=[""2270"", ""2792"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD14PCS","OHD14PCS","LOA: mesial #14 PD","Loss of Attachment: Upper left 1st molar (1M) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2270"", ""522"", ""4338""]; Cumulative=[""2270"", ""2792"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD14LAS","OHD14LAS","LOA: mesial #14 calculated LA","Loss of Attachment: Upper left 1st molar (1M) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2270"", ""522"", ""4338""]; Cumulative=[""2270"", ""2792"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD14CJD","OHD14CJD","LOA: distal #14 FGM/CEJ","Loss of Attachment: Upper left 1st molar (1M) distal - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2272"", ""520"", ""4338""]; Cumulative=[""2272"", ""2792"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD14PCD","OHD14PCD","LOA: distal #14 PD","Loss of Attachment: Upper left 1st molar (1M) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2272"", ""520"", ""4338""]; Cumulative=[""2272"", ""2792"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD14LAD","OHD14LAD","LOA: distal #14 calculated LA","Loss of Attachment: Upper left 1st molar (1M) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2272"", ""520"", ""4338""]; Cumulative=[""2272"", ""2792"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD13CJM","OHD13CJM","LOA: mid-facial #13 FGM/CEJ","Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2345"", ""446"", ""4339""]; Cumulative=[""2345"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD13PCM","OHD13PCM","LOA: mid-facial #13 PD","Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 5"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2345"", ""446"", ""4339""]; Cumulative=[""2345"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD13LAM","OHD13LAM","LOA: mid-facial #13 calculated LA","Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2345"", ""446"", ""4339""]; Cumulative=[""2345"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD13CJS","OHD13CJS","LOA: mesial #13 FGM/CEJ","Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-4 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2383"", ""408"", ""4339""]; Cumulative=[""2383"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD13PCS","OHD13PCS","LOA: mesial #13 PD","Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2383"", ""408"", ""4339""]; Cumulative=[""2383"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD13LAS","OHD13LAS","LOA: mesial #13 calculated LA","Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2383"", ""408"", ""4339""]; Cumulative=[""2383"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD13CJD","OHD13CJD","LOA: distal #13 FGM/CEJ","Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) distal - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-5 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2383"", ""408"", ""4339""]; Cumulative=[""2383"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD13PCD","OHD13PCD","LOA: distal #13 PD","Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2383"", ""408"", ""4339""]; Cumulative=[""2383"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD13LAD","OHD13LAD","LOA: distal #13 calculated LA","Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2383"", ""408"", ""4339""]; Cumulative=[""2383"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD12CJM","OHD12CJM","LOA: mid-facial #12 FGM/CEJ","Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) mid-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2284"", ""507"", ""4339""]; Cumulative=[""2284"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD12PCM","OHD12PCM","LOA: mid-facial #12 PD","Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2284"", ""507"", ""4339""]; Cumulative=[""2284"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD12LAM","OHD12LAM","LOA: mid-facial #12 calculated LA","Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2284"", ""507"", ""4339""]; Cumulative=[""2284"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD12CJS","OHD12CJS","LOA: mesial #12 FGM/CEJ","Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-5 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2322"", ""469"", ""4339""]; Cumulative=[""2322"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD12PCS","OHD12PCS","LOA: mesial #12 PD","Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2322"", ""469"", ""4339""]; Cumulative=[""2322"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD12LAS","OHD12LAS","LOA: mesial #12 calculated LA","Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2322"", ""469"", ""4339""]; Cumulative=[""2322"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD12CJD","OHD12CJD","LOA: distal #12 FGM/CEJ","Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) distal - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-5 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2319"", ""472"", ""4339""]; Cumulative=[""2319"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD12PCD","OHD12PCD","LOA: distal #12 PD","Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2319"", ""472"", ""4339""]; Cumulative=[""2319"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD12LAD","OHD12LAD","LOA: distal #12 calculated LA","Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2319"", ""472"", ""4339""]; Cumulative=[""2319"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD11CJM","OHD11CJM","LOA: mid-facial #11 FGM/CEJ","Loss of Attachment: Upper left cuspid (C) mid-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2516"", ""272"", ""4342""]; Cumulative=[""2516"", ""2788"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD11PCM","OHD11PCM","LOA: mid-facial #11 PD","Loss of Attachment: Upper left cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 5"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2516"", ""272"", ""4342""]; Cumulative=[""2516"", ""2788"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
